Date,Open,High,Low,Close,Volume,Adj Close
2000-08-30,130.75,131.5,129.5625,130.3125,4928800,100.609547
2000-08-31,131.875,134.1875,131.625,132.015625,5469500,101.924468
2000-09-01,133.0625,134.9375,132.625,133.625,5776300,103.167008
2000-09-05,132.8125,133.3125,130.8125,131.1875,4112100,101.285103
2000-09-06,130.875,134.875,130.375,131.4375,6473000,101.478119
2000-09-07,131.875,134.5,131.875,133.375,4622800,102.973992
2000-09-08,132.5,132.9375,129.375,129.5,4993700,99.982246
2000-09-11,127.875,128.25,123.625,124.5,7617700,96.121927
2000-09-12,124.8125,126.875,124.0625,125.0,5001700,96.507959
2000-09-13,123.125,128.8125,122.75,127.6875,5473600,98.58288
2000-09-14,128.0,129.1875,126.3125,126.875,4425500,97.955578
2000-09-15,126.8125,127.25,124.75,125.0,5481700,96.507959
2000-09-18,125.25,126.0,123.0625,123.25,3932800,95.156848
2000-09-19,122.75,126.25,122.5625,124.9375,3341000,96.459705
2000-09-20,124.6875,126.5625,123.5,124.75,4623400,96.314943
2000-09-21,124.1875,126.6875,120.0,121.5,4302200,93.805736
2000-09-22,123.0,124.3125,121.3125,123.875,5930100,95.639387
2000-09-25,124.5,126.625,121.0,123.0,4291000,94.963832
2000-09-26,120.0,121.875,118.375,119.125,6217200,91.972085
2000-09-27,120.0625,120.3125,115.5,118.0,5948900,91.103513
2000-09-28,117.375,118.875,115.0,115.25,5309100,88.980338
2000-09-29,115.5,116.9375,110.25,112.625,9594600,86.953671
2000-10-02,112.625,119.625,112.625,117.8125,8872200,90.958751
2000-10-03,118.875,119.375,110.0,110.5625,11744200,85.36129
2000-10-04,110.375,114.875,108.5625,114.375,11668900,88.304783
2000-10-05,113.8125,114.5625,111.5625,113.1875,5547000,87.387957
2000-10-06,114.0,116.125,112.75,116.0,6108400,89.559386
2000-10-09,115.9375,119.375,114.3125,117.9375,4898000,91.055259
2000-10-10,116.625,117.125,112.4375,114.875,5614200,88.690814
2000-10-11,111.875,112.9375,107.5,112.0,8775800,86.471131
2000-10-12,114.25,114.375,103.125,103.125,9704900,79.619066
2000-10-13,104.1875,110.4375,104.1875,109.0625,9092600,84.203194
2000-10-16,111.5,113.125,108.5625,111.125,7710400,85.795576
2000-10-17,111.9375,113.875,108.5625,113.0,8882500,87.243195
2000-10-18,96.75,99.125,90.25,95.4375,29777800,73.683827
2000-10-19,98.0,98.5,92.6875,96.4375,17966900,74.45589
2000-10-20,95.125,96.25,94.1875,94.75,9369200,73.153033
2000-10-23,94.75,95.0,91.0625,92.875,9338600,71.705414
2000-10-24,93.0,94.375,90.1875,91.4375,8826200,70.595572
2000-10-25,90.5,90.9375,86.9375,87.5625,14058500,67.603825
2000-10-26,88.0,92.875,87.625,92.75,10135700,71.608906
2000-10-27,93.0,93.6875,91.0,93.6875,6431400,72.332715
2000-10-30,93.5,93.75,90.3125,93.3125,8084000,72.043191
2000-10-31,93.75,99.125,93.75,98.5,10902600,76.048272
2000-11-01,98.4375,99.875,97.25,98.5625,7466200,76.096526
2000-11-02,99.0,102.3125,98.5,101.9375,7445100,78.702241
2000-11-03,102.5,102.625,99.375,100.125,5848500,77.302875
2000-11-06,99.875,102.375,99.4375,100.3125,4448500,77.447637
2000-11-07,101.125,103.5,100.6875,102.3125,5420600,78.991764
2000-11-08,103.625,103.75,99.25,100.0,6990800,77.30459
2000-11-09,96.75,100.0,95.6875,99.4375,9047900,76.869751
2000-11-10,98.0,98.375,93.0,93.0,6807900,71.893268
2000-11-13,91.8125,99.4375,91.625,97.4375,8684900,75.32366
2000-11-14,99.25,99.875,98.5,99.5,5150900,76.918067
2000-11-15,99.5,100.0625,97.625,99.375,4160300,76.821436
2000-11-16,99.25,99.6875,98.25,98.25,3739700,75.951759
2000-11-17,98.3125,102.5,98.25,101.9375,7717400,78.802366
2000-11-20,101.5,103.25,100.875,103.25,7426600,79.816989
2000-11-21,103.25,104.375,98.5,98.5,7180700,76.145021
2000-11-22,98.5,100.8125,98.3125,98.5,5537100,76.145021
2000-11-24,99.375,101.75,99.25,99.9375,2497500,77.256274
2000-11-27,100.4375,102.0,98.4375,98.4375,3866200,76.096706
2000-11-28,98.75,100.75,97.375,97.875,4799100,75.661867
2000-11-29,97.75,99.9375,96.6875,99.8125,5524600,77.159644
2000-11-30,98.0,98.0,92.25,93.5,10651400,72.279791
2000-12-01,94.4375,99.3125,94.375,95.625,7525100,73.922514
2000-12-04,96.0,99.1875,95.75,98.375,5566800,76.04839
2000-12-05,100.4375,104.75,99.625,103.375,7804200,79.91362
2000-12-06,101.75,101.8125,94.8125,96.75,10096900,74.792191
2000-12-07,95.0625,95.9375,93.125,93.125,7922000,71.989899
2000-12-08,98.0,99.0,95.75,97.0,6140600,74.985452
2000-12-11,96.5,98.25,93.75,95.0,6185600,73.43936
2000-12-12,95.25,96.125,92.5,93.875,7913300,72.569684
2000-12-13,94.875,96.625,90.6875,91.25,6992600,70.540438
2000-12-14,92.0,93.6875,91.8125,92.4375,6131400,71.45843
2000-12-15,90.0,90.6875,87.3125,87.8125,14254500,67.883093
2000-12-18,88.375,90.5,88.375,90.5,7693800,69.960654
2000-12-19,90.1875,94.4375,89.8125,90.125,7705300,69.670762
2000-12-20,85.875,88.0,84.8125,86.0,12579400,66.481947
2000-12-21,85.5,87.9375,80.0625,81.5625,12725500,63.051556
2000-12-22,84.5,89.375,84.5,89.0,9514000,68.801085
2000-12-26,89.0,89.5625,84.25,84.8125,6052300,65.563955
2000-12-27,84.75,88.125,83.5625,84.6875,8245100,65.467324
2000-12-28,83.5,88.1875,82.125,85.25,9798600,65.902163
2000-12-29,86.9375,86.9375,84.25,85.0,6943700,65.708901
2001-01-02,84.5,87.5,84.125,84.8125,8007200,65.563955
2001-01-03,83.75,95.0,83.75,94.625,12769900,73.149468
2001-01-04,94.75,99.75,92.6875,93.1875,15420500,72.038215
2001-01-05,93.9375,94.6875,91.0,94.0,8043200,72.666314
2001-01-08,93.5,93.9375,91.5625,93.5625,6064800,72.328107
2001-01-09,94.4375,95.75,91.4375,92.5625,7547100,71.555061
2001-01-10,92.5,94.9375,91.6875,93.4375,7656100,72.231476
2001-01-11,92.9375,94.25,91.25,93.6875,9635000,72.424738
2001-01-12,93.6875,96.4375,92.375,93.8125,6448000,72.521368
2001-01-16,93.75,94.0,91.8125,92.75,5671900,71.700007
2001-01-17,95.375,97.75,94.3125,96.6875,9727000,74.743875
2001-01-18,104.375,110.0,103.5,108.3125,25244900,83.730534
2001-01-19,107.5,113.9375,107.25,111.25,14762200,86.001356
2001-01-22,109.5,109.9375,108.1875,108.5625,9618500,83.923795
2001-01-23,109.5625,109.9375,107.625,109.0625,9826900,84.310318
2001-01-24,109.0625,111.4375,108.9375,110.4375,6760900,85.373256
2001-01-25,110.125,111.125,109.4375,110.75,4982100,85.614833
2001-01-26,109.625,115.25,109.1875,114.1875,9095200,88.272178
2001-01-29,112.5,115.5,112.470001,114.980003,5125000,88.88482
2001-01-30,115.0,116.75,113.400002,116.610001,8242000,90.144883
2001-01-31,115.75,116.75,112.0,112.0,8314200,86.581141
2001-02-01,112.400002,114.339996,111.199997,114.050003,5580800,88.165887
2001-02-02,112.75,113.989998,109.599998,110.269997,5428400,85.243769
2001-02-05,109.400002,112.599998,109.300003,112.220001,5113700,86.751212
2001-02-06,112.230003,115.690002,111.199997,114.190002,7526400,88.274113
2001-02-07,113.400002,117.599998,112.669998,116.910004,9006900,90.479805
2001-02-08,116.910004,118.199997,114.029999,114.099998,8380800,88.305066
2001-02-09,114.029999,114.989998,111.0,112.0,6318800,86.679821
2001-02-12,110.550003,115.720001,110.300003,114.900002,6729300,88.92421
2001-02-13,114.150002,117.379997,113.07,113.75,7193200,88.034193
2001-02-14,113.75,116.169998,112.5,115.099998,7032900,89.078993
2001-02-15,116.800003,118.639999,116.379997,116.779999,8098700,90.379191
2001-02-16,114.550003,115.75,113.940002,115.0,7073000,89.001602
2001-02-20,114.550003,115.599998,110.779999,111.5,6748300,86.292858
2001-02-21,109.550003,111.5,107.290001,107.510002,9156900,83.204891
2001-02-22,106.5,110.900002,103.379997,108.900002,11709000,84.280649
2001-02-23,107.5,107.5,100.25,104.0,15276600,80.488405
2001-02-26,105.800003,105.800003,101.830002,105.300003,8344100,81.494513
2001-02-27,104.900002,106.870003,102.559998,102.589996,9787900,79.397165
2001-02-28,102.949997,103.540001,99.099998,99.900002,11933200,77.315306
2001-03-01,99.300003,106.400002,97.5,106.050003,15102000,82.074958
2001-03-02,104.0,107.650002,100.940002,102.300003,14745500,79.172732
2001-03-05,102.809998,105.599998,102.639999,104.910004,6743900,81.192682
2001-03-06,106.25,108.400002,105.25,106.0,8120000,82.036259
2001-03-07,107.449997,108.25,105.660004,107.550003,7788900,83.235848
2001-03-08,107.169998,107.339996,105.370003,106.470001,6793600,82.400006
2001-03-09,105.0,105.010002,97.900002,99.290001,16688100,76.84321
2001-03-12,97.900002,98.400002,95.019997,95.489998,14494800,73.902285
2001-03-13,95.099998,98.440002,94.199997,98.389999,12127900,76.146674
2001-03-14,95.400002,98.900002,93.339996,94.959999,14246600,73.492105
2001-03-15,96.0,97.870003,95.169998,95.559998,8420000,73.95646
2001-03-16,93.900002,93.900002,88.199997,90.099998,20029400,69.730819
2001-03-19,91.0,92.800003,89.199997,92.599998,10235500,71.665637
2001-03-20,91.599998,92.029999,88.099998,88.300003,10101100,68.337754
2001-03-21,88.449997,91.599998,87.75,89.080002,11013000,68.941416
2001-03-22,89.120003,91.0,87.650002,89.099998,13328200,68.956892
2001-03-23,93.5,94.989998,90.290001,93.510002,12233600,72.369913
2001-03-26,95.25,95.660004,93.75,95.400002,8581200,73.832634
2001-03-27,94.0,100.0,93.970001,99.5,11851200,77.005734
2001-03-28,97.900002,98.449997,94.25,94.410004,11890500,73.066448
2001-03-29,94.459999,97.07,94.260002,95.040001,10553700,73.55402
2001-03-30,96.5,97.559998,95.139999,96.18,9461300,74.436297
2001-04-02,97.449997,98.099998,93.580002,94.660004,8787000,73.25993
2001-04-03,94.599998,94.650002,90.099998,90.389999,13330000,69.955259
2001-04-04,90.449997,94.050003,90.050003,92.0,13515600,71.201282
2001-04-05,95.800003,100.0,95.529999,98.209999,12506100,76.007367
2001-04-06,98.0,100.0,96.400002,97.949997,13424200,75.806145
2001-04-09,98.5,98.739998,93.800003,96.0,9486600,74.296989
2001-04-10,97.0,99.900002,96.559998,99.050003,10499400,76.657469
2001-04-11,101.5,101.940002,95.800003,97.43,11498400,75.403705
2001-04-12,96.400002,97.5,95.150002,96.199997,9390100,74.451772
2001-04-16,96.199997,99.889999,95.199997,96.75,9188500,74.877435
2001-04-17,97.0,99.879997,97.0,99.699997,9957300,77.160517
2001-04-18,103.0,110.0,102.300003,106.5,19814300,82.423223
2001-04-19,112.0,115.900002,110.449997,114.470001,25822400,88.591422
2001-04-20,114.349998,116.400002,113.75,114.830002,12759100,88.870036
2001-04-23,114.010002,114.050003,111.68,112.0,8537500,86.679821
2001-04-24,113.400002,114.75,112.300003,112.669998,8742000,87.198351
2001-04-25,112.0,114.849998,111.989998,114.849998,6858500,88.885512
2001-04-26,114.949997,116.699997,113.68,113.739998,7346100,88.026452
2001-04-27,116.800003,116.900002,114.550003,116.199997,7390600,89.930312
2001-04-30,116.400002,118.050003,114.720001,115.139999,7357200,89.109951
2001-05-01,115.849998,118.650002,114.900002,118.510002,7790800,91.718087
2001-05-02,118.300003,118.949997,113.739998,115.400002,9706200,89.311174
2001-05-03,114.599998,115.099998,112.349998,113.699997,6578000,87.995495
2001-05-04,112.0,115.860001,111.199997,115.860001,8681400,89.66718
2001-05-07,116.199997,117.25,115.0,115.900002,6088600,89.698137
2001-05-08,117.25,117.75,115.5,117.699997,7605800,91.201373
2001-05-09,116.199997,118.18,115.300003,116.980003,7680200,90.643477
2001-05-10,118.5,118.900002,115.199997,115.199997,7993900,89.264216
2001-05-11,113.75,114.150002,110.959999,111.809998,8390200,86.637431
2001-05-14,111.199997,113.18,111.0,112.559998,5254800,87.218578
2001-05-15,113.5,114.150002,112.5,113.580002,5873400,88.008941
2001-05-16,112.5,115.800003,112.199997,115.800003,7796700,89.729138
2001-05-17,115.800003,117.089996,115.050003,115.07,6887700,89.163486
2001-05-18,115.07,117.68,114.900002,117.440002,6714900,90.999913
2001-05-21,117.949997,119.900002,117.550003,119.040001,8409400,92.239693
2001-05-22,119.699997,119.699997,117.25,118.010002,6005300,91.441585
2001-05-23,117.800003,118.949997,117.099998,117.400002,6402600,90.968918
2001-05-24,117.5,119.599998,117.5,119.599998,7726400,92.673614
2001-05-25,119.519997,119.900002,117.760002,117.800003,5629100,91.278864
2001-05-29,117.349998,117.589996,115.080002,115.269997,5818000,89.318456
2001-05-30,114.0,114.099998,112.0,112.650002,9598700,87.288319
2001-05-31,112.650002,113.860001,111.639999,111.800003,6724100,86.629686
2001-06-01,112.5,113.599998,111.900002,112.889999,5138900,87.474284
2001-06-04,113.25,114.75,112.849998,113.639999,3812200,88.055431
2001-06-05,113.639999,117.599998,113.559998,116.970001,6154400,90.635727
2001-06-06,117.599998,119.0,116.5,117.5,9624200,91.046403
2001-06-07,117.0,118.25,117.0,117.25,6423700,90.852687
2001-06-08,117.5,117.5,115.599998,116.099998,3099100,89.961594
2001-06-11,116.300003,118.139999,116.099998,117.360001,6542700,90.937923
2001-06-12,116.75,117.800003,115.550003,117.25,7301500,90.852687
2001-06-13,117.25,118.470001,116.529999,116.540001,5703200,90.302535
2001-06-14,115.599998,116.080002,113.989998,115.75,7502500,89.690393
2001-06-15,115.099998,115.449997,113.379997,113.599998,12470100,88.024436
2001-06-18,113.980003,115.440002,113.309998,114.269997,5182800,88.543593
2001-06-19,116.260002,117.25,114.559998,114.839996,6152800,88.985265
2001-06-20,113.5,114.989998,111.760002,113.089996,8828300,87.629254
2001-06-21,112.150002,114.699997,111.360001,112.599998,8155800,87.249573
2001-06-22,112.599998,114.43,112.5,112.870003,5607200,87.458789
2001-06-25,113.75,114.900002,111.779999,112.650002,5675900,87.288319
2001-06-26,111.25,114.050003,111.099998,113.040001,7081900,87.590515
2001-06-27,113.099998,114.18,112.449997,113.519997,4814100,87.962446
2001-06-28,113.800003,116.949997,113.75,115.099998,8181000,89.186731
2001-06-29,115.599998,116.650002,113.0,113.5,9477400,87.946951
2001-07-02,113.5,115.400002,112.959999,114.349998,5913100,88.605583
2001-07-03,114.099998,114.190002,112.760002,112.980003,3325800,87.544025
2001-07-05,112.599998,113.260002,111.790001,112.099998,4419000,86.862142
2001-07-06,110.900002,110.900002,105.809998,106.5,11704600,82.52291
2001-07-09,106.5,106.949997,103.650002,104.720001,9312600,81.143655
2001-07-10,104.730003,105.400002,101.599998,101.959999,10266600,79.005031
2001-07-11,101.599998,104.129997,101.559998,103.849998,8895400,80.469522
2001-07-12,105.900002,107.800003,105.620003,107.25,8766400,83.104057
2001-07-13,106.150002,109.300003,106.110001,108.529999,7841800,84.095881
2001-07-16,108.529999,109.379997,107.279999,107.82,5330100,83.545729
2001-07-17,106.099998,108.580002,104.75,108.529999,8662400,84.095881
2001-07-18,106.099998,107.599998,103.199997,104.279999,11670300,80.802713
2001-07-19,105.599998,106.0,103.099998,104.0,13644500,80.585752
2001-07-20,103.400002,105.699997,103.029999,105.699997,8991700,81.903017
2001-07-23,105.699997,106.949997,105.300003,105.849998,6315700,82.019248
2001-07-24,104.849998,106.150002,103.790001,104.510002,7299800,80.980934
2001-07-25,104.5,105.699997,102.730003,104.889999,6247600,81.27538
2001-07-26,104.75,106.0,102.93,106.0,8428700,82.135478
2001-07-27,104.75,105.949997,104.110001,104.699997,4346500,81.128154
2001-07-30,104.900002,106.25,104.760002,105.849998,4030800,82.019248
2001-07-31,105.900002,107.0,105.150002,105.209999,5603000,81.523336
2001-08-01,105.349998,108.5,105.309998,107.059998,6036100,82.956831
2001-08-02,108.5,109.470001,107.209999,108.800003,5675100,84.305097
2001-08-03,107.800003,110.089996,107.099998,108.18,3704100,83.82468
2001-08-06,107.25,107.370003,105.790001,106.510002,4176800,82.53066
2001-08-07,105.800003,107.370003,105.260002,106.25,4029300,82.329194
2001-08-08,105.0,106.099998,104.099998,104.190002,6398000,80.839496
2001-08-09,103.699997,104.540001,102.699997,104.080002,6763200,80.754148
2001-08-10,103.849998,104.949997,102.809998,104.949997,5254800,81.429164
2001-08-13,105.0,106.639999,104.650002,105.860001,6024400,82.135223
2001-08-14,106.5,106.849998,105.400002,106.199997,5730200,82.399021
2001-08-15,106.349998,106.589996,105.010002,105.010002,4712900,81.475722
2001-08-16,104.199997,106.019997,103.660004,105.75,6215200,82.049875
2001-08-17,105.489998,105.489998,103.900002,104.589996,7006200,81.149845
